date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:05:59	43133/43133	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-linework-1600.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-linework-1600.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
12:06:09	110033/110033	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-molecule-1600.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-molecule-1600.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
12:06:09	96143/96143	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-network-1600.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-network-1600.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
12:06:15	5564/5564	U-----	200	untouched ('')	image/png	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-circuit-ptn@2x.png	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-circuit-ptn@2x.png	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
12:06:15	14550/14550	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-plaid-1600.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-plaid-1600.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
12:06:25	803/803	U-----	200	untouched ('')	image/png	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-cube-ptn@2x.png	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-cube-ptn@2x.png	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
12:06:25	1742/1742	U-----	200	untouched ('')	image/png	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-dome-ptn@2x.png	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-dome-ptn@2x.png	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
12:06:31	409/409	U-----	200	untouched ('')	image/png	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-graph-paper-ptn@2x.png	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-graph-paper-ptn@2x.png	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
12:06:31	1237/1237	U-----	200	untouched ('')	image/png	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-starcross-ptn@2x.png	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-starcross-ptn@2x.png	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
12:06:41	46474/46474	U-----	200	untouched ('')	image/png	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-textile-ptn@2x.png	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-textile-ptn@2x.png	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
12:06:41	20256/20256	U-----	200	untouched ('')	application/font-woff2	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/fonts/factoria_bold-webfont.woff2	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/fonts/factoria_bold-webfont.woff2	(from https://here.nd.edu/stylesheets/site.1598282844.css)
12:06:47	27020/27020	U-----	200	untouched ('')	application/x-font-woff	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/fonts/factoria_bold-webfont.woff	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/fonts/factoria_bold-webfont.woff	(from https://here.nd.edu/stylesheets/site.1598282844.css)
12:06:47	57164/57164	U-----	200	untouched ('')	application/x-font-ttf	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/fonts/factoria_bold-webfont.ttf	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/fonts/factoria_bold-webfont.ttf	(from https://here.nd.edu/stylesheets/site.1598282844.css)
12:06:58	876/876	U-----	200	untouched ('OK')	image/svg+xml	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/images/external-link-gold.svg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/images/external-link-gold.svg	(from https://here.nd.edu/stylesheets/site.1598282844.css)
12:06:58	583/583	U-----	200	untouched ('OK')	image/svg+xml	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/images/play-icn-gold.svg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/images/play-icn-gold.svg	(from https://here.nd.edu/stylesheets/site.1598282844.css)
12:07:04	2075/2075	U-----	200	untouched ('OK')	image/svg+xml	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/images/here-logo.svg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/images/here-logo.svg	(from https://here.nd.edu/stylesheets/site.1598282844.css)
12:07:04	24334/24334	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/images/hdr-here-800.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/images/hdr-here-800.jpg	(from https://here.nd.edu/stylesheets/site.1598282844.css)
12:07:14	576/576	U-----	200	untouched ('OK')	image/svg+xml	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/images/play-btn.svg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/images/play-btn.svg	(from https://here.nd.edu/stylesheets/site.1598282844.css)
12:07:14	217/217	U-----	200	untouched ('')	image/png	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/images/here-ptn.png	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/images/here-ptn.png	(from https://here.nd.edu/stylesheets/site.1598282844.css)
12:07:20	1079/1079	U-----	200	untouched ('OK')	image/svg+xml	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/images/map-pin-blue.svg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/images/map-pin-blue.svg	(from https://here.nd.edu/stylesheets/site.1598282844.css)
12:07:20	1069/1069	U-----	200	untouched ('OK')	image/svg+xml	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/images/map-pin-gold.svg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/images/map-pin-gold.svg	(from https://here.nd.edu/stylesheets/site.1598282844.css)
12:07:20	43425/43425	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/images/hdr-here-1200.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/images/hdr-here-1200.jpg	(from https://here.nd.edu/stylesheets/site.1598282844.css)
12:07:20	62026/62026	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/images/hdr-here-1600.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/images/hdr-here-1600.jpg	(from https://here.nd.edu/stylesheets/site.1598282844.css)
